Environment Management Training,Emissions Trading,e-Waste Reduction Initiatives,VOC Emissions Reduction Initiatives,Value - Emission Reduction/Environmental Expenditures,Emission Reduction Objectives/Targets Emissions Reduction,Environmental Partnerships,Environmental Investments Initiatives,Resource Efficiency Processes/Policy Energy Efficiency,Renewable Energy Use,Biodiversity Impact Reduction,Employee Resource Groups,EMPLOYEES NUMBER,Product Responsibility Processes/Policy Customer Health & Safety,Value - Human Rights/Policy,Human Rights Suppliers,Human Rights Processes/Policy Child Labor,Human Rights Processes/Policy Forced Labor,Product Responsibility Score,Product Responsibility Monitoring,Product Recall,Balanced Board Structure Policy Elements/Policy Board Independence,Value - Board Structure/Background and Skills,Value - Board Functions/Policy,Value - Board Structure/Board Diversity,Board Size,Value - Board Structure/Specific Skills,Balanced Board Structure Policy Elements/Policy Board Size,Value - Board Functions/Audit Committee Expertise,Different Share classes different rights,Limited Shareholder Rights to Call Meetings,Value - Shareholder Rights/Policy,Community Reputation Code of Conduct/Policy Bribery and Corruption,Executive Members Gender Diversity,CSR Sustainability Reporting,CEO Board Member,Value - Board Structure/Independent Board Members,CURRENT EV / 12M FWD SALES,SALES PER SHARE,FY1 EPS MEAN EST,Market,Type,ESG Controversies Score,ESG_Rating
1,0,0,0,0,1,1,0,1,1,1,0,14677.0,1,1,1,0,0,38.66,0,0,1,0,0,20.0,15.0,52.63,1,1,1,1,1,1,12.0,1,1,52.63,2.132,2675.624,274.999,Japan,J:KRWC,100.0,B
1,0,0,1,0,1,0,0,1,1,1,0,15980.0,1,1,1,1,1,74.9,1,0,1,0,0,30.77,13.0,57.14,1,1,1,1,1,0,0.0,1,1,50.0,1.197,3044.469,472.949,Japan,J:KS@N,100.0,B
1,0,0,1,0,1,0,0,1,1,0,0,12283.0,1,1,0,0,0,38.35,0,0,1,0,0,8.33,12.0,78.57,1,0,1,1,1,1,0.0,1,1,28.57,3.387,1774.418,302.285,Japan,J:KSER,100.0,D
1,0,0,0,0,1,1,0,1,0,0,0,12918.0,0,0,0,0,0,10.31,0,0,1,0,0,6.67,15.0,73.68,1,0,1,1,1,0,5.26,1,1,26.32,1.83,3346.948,284.73,Japan,J:KTEL,100.0,D
1,0,0,1,1,1,1,1,1,1,1,0,52608.0,1,1,1,1,1,94.83,1,0,1,0,0,10.0,10.0,60.0,1,0,1,1,1,1,0.0,1,1,40.0,1.424,2555.647,193.667,Japan,J:KU@N,70.78,B
1,0,0,1,1,1,1,1,1,1,1,0,39689.0,1,1,1,1,1,55.97,0,0,0,0,0,7.69,13.0,46.15,1,1,1,1,1,1,2.7,1,1,46.15,0.662,11041.077,475.442,Japan,J:KW@N,40.0,B
0,0,0,0,0,0,0,0,0,0,0,0,3473.0,0,0,0,0,0,0.0,0,0,0,0,0,25.0,8.0,60.0,0,0,0,1,1,0,4.76,0,1,40.0,3.309,461.577,125.704,Japan,J:KYTB,100.0,D
1,0,0,0,0,1,0,0,1,0,1,0,859.0,0,1,1,1,1,26.26,0,0,0,0,0,16.67,6.0,50.0,1,0,1,1,1,0,0.0,1,1,50.0,8.157,2367.388,867.922,Japan,J:LASE,100.0,C
1,1,0,1,1,1,1,1,1,1,1,0,7550.0,0,1,1,1,1,56.74,1,0,0,0,0,18.18,11.0,63.64,1,0,1,1,1,1,13.33,1,1,36.36,0.908,1416.166,67.184,Japan,J:LD@N,80.95,B
1,0,0,0,0,1,1,0,1,1,0,1,49310.0,1,1,1,1,1,93.94,1,0,1,0,1,33.33,12.0,38.46,1,1,1,1,1,1,22.22,1,1,76.92,0.644,5165.497,30.76,Japan,J:LIXI,100.0,A
1,0,1,0,1,1,1,1,1,1,1,0,18323.0,1,1,1,1,1,92.32,0,0,1,0,0,18.18,11.0,46.15,1,1,1,1,1,0,8.33,1,1,61.54,0.436,11793.611,334.704,Japan,J:LM@N,100.0,B
1,1,0,0,1,1,0,0,1,0,1,0,5578.0,1,1,1,1,1,54.33,1,0,1,0,0,10.0,10.0,63.64,1,0,1,1,1,1,0.0,1,1,36.36,1.167,3024.458,357.44,Japan,J:LO@N,100.0,C
1,0,0,0,0,1,1,0,1,1,0,0,2658.0,1,1,1,1,1,92.92,0,0,1,0,0,15.38,13.0,64.29,1,1,1,0,1,1,0.0,1,1,42.86,1.826,3339.343,568.449,Japan,J:LP@N,100.0,B
0,0,0,0,0,1,1,0,1,0,0,0,13371.0,1,1,1,1,0,37.5,0,0,1,0,0,13.33,15.0,62.5,1,0,0,1,1,1,0.0,1,1,37.5,0.796,2447.783,129.909,Japan,J:MAYI,100.0,C
0,0,0,1,1,1,1,0,1,1,1,0,66358.0,1,1,1,1,1,70.45,0,0,1,0,0,22.22,9.0,50.0,1,1,1,1,1,1,5.88,1,1,41.67,0.762,3084.169,61.073,Japan,J:MCHC,100.0,B
1,0,0,0,0,1,0,0,0,1,1,0,19808.0,1,1,1,1,1,88.75,0,0,1,0,0,23.08,13.0,66.67,1,1,1,1,1,1,5.56,1,1,40.0,0.841,1385.01,126.915,Japan,J:MCHI,100.0,B
0,0,0,0,0,1,1,0,1,1,1,0,2566.0,1,1,1,0,0,87.86,0,0,0,0,0,30.0,10.0,36.36,0,0,0,1,1,0,50.0,1,1,54.55,1.904,2872.985,215.45,Japan,J:MCJP,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,11045.0,0,1,1,1,1,21.59,0,0,1,0,0,12.5,16.0,57.89,1,0,1,1,1,1,0.0,1,1,42.11,3.094,1178.894,139.041,Japan,J:ME@N,100.0,B
0,0,0,0,0,1,0,0,1,0,0,0,13075.0,1,1,0,0,0,67.14,0,0,0,0,0,16.67,12.0,61.54,1,0,1,1,1,1,0.0,1,1,30.77,0.136,16803.539,168.674,Japan,J:MEHD,100.0,C
1,1,0,0,0,1,1,0,1,1,1,0,17270.0,1,1,1,1,1,51.92,0,0,1,0,0,22.22,9.0,55.56,1,0,0,1,1,1,0.0,1,1,44.44,0.932,3962.566,189.78,Japan,J:MEJH,100.0,B
1,0,0,1,0,1,1,0,1,1,1,0,77697.0,1,1,1,1,1,79.41,1,0,1,0,0,16.67,12.0,46.15,1,1,1,1,1,1,0.0,1,1,46.15,1.27,1385.899,78.629,Japan,J:MH@N,50.0,A
1,1,1,0,1,1,1,1,1,1,1,1,228420.0,1,1,1,1,1,66.04,0,0,1,0,0,16.67,12.0,66.67,1,0,1,0,1,1,21.43,1,1,40.0,0.415,3640.012,135.265,Japan,J:MI@N,50.0,B
1,0,1,1,0,1,0,0,1,1,1,0,25593.0,0,1,1,1,1,21.59,0,0,1,0,0,8.33,12.0,69.23,1,0,1,1,0,0,2.27,1,1,30.77,3.203,850.715,86.094,Japan,J:MIFU,100.0,B
1,1,0,0,1,1,1,0,1,1,1,0,43870.0,0,1,1,1,1,94.82,0,0,1,0,0,14.29,14.0,60.0,1,0,1,1,1,1,7.14,1,1,40.0,1.358,3614.607,442.941,Japan,J:MIHO,30.21,B
1,0,0,0,0,1,0,0,1,0,0,0,11039.0,1,1,0,0,0,72.0,0,0,1,0,0,0.0,9.0,55.56,1,0,1,1,1,1,0.0,1,1,33.33,1.507,1302.74,125.952,Japan,J:MISM,100.0,C
1,0,0,0,1,1,1,1,1,1,0,1,145412.0,0,1,1,1,1,71.28,0,0,1,0,1,25.0,16.0,52.94,1,1,1,1,0,1,0.0,1,1,52.94,1.06,941.174,140.183,Japan,J:MITF,46.2,B
0,0,0,0,0,1,0,0,1,0,0,0,6059.0,0,1,0,1,1,34.65,0,0,0,0,0,8.33,12.0,64.29,1,1,0,1,1,1,6.67,1,1,35.71,1.553,1442.906,195.355,Japan,J:MIUC,100.0,B
1,0,1,0,0,1,0,0,1,1,1,1,52307.0,0,1,1,1,1,26.21,0,0,1,0,0,8.33,12.0,71.43,1,1,1,1,1,1,0.0,1,1,42.86,-1.076,3190.094,306.592,Japan,J:MIZH,100.0,B
1,0,1,0,1,1,1,0,1,1,1,0,17669.0,1,1,1,1,1,84.22,1,0,1,0,0,0.0,15.0,66.67,1,1,1,1,0,1,0.0,1,1,33.33,1.514,2751.141,212.068,Japan,J:ML@N,74.69,B
1,0,1,1,1,1,1,0,1,1,1,1,28982.0,1,1,1,1,1,94.49,1,0,1,0,0,8.33,12.0,31.25,1,1,1,1,1,1,4.17,1,1,81.25,0.162,1874.703,94.277,Japan,J:MMOT,85.07,A
0,0,0,0,0,1,0,0,1,1,0,0,1375.0,0,1,1,0,0,17.02,0,0,1,0,0,28.57,7.0,50.0,1,1,0,1,1,1,11.11,0,1,62.5,3.737,511.739,51.536,Japan,J:MNTR,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,9795.0,1,1,1,1,1,77.17,0,0,0,0,0,12.5,8.0,77.78,1,0,1,1,1,1,6.25,1,1,33.33,1.714,4497.363,853.461,Japan,J:MO@N,100.0,A
1,0,0,0,1,1,1,0,1,1,1,0,50200.0,1,1,1,1,1,32.5,0,0,1,0,0,10.0,10.0,50.0,0,0,1,1,1,1,0.0,1,1,50.0,0.754,4309.328,303.061,Japan,J:MRBU,80.0,B
0,0,0,0,0,1,0,0,1,1,1,0,2519.0,0,1,0,1,1,20.12,0,0,0,0,0,12.5,8.0,75.0,1,0,0,1,1,1,0.0,1,1,37.5,0.74,3405.813,288.8,Japan,J:MRUS,100.0,C
1,0,0,0,0,1,1,0,1,1,0,0,38391.0,0,1,1,1,1,32.9,0,0,1,0,0,18.18,11.0,58.33,1,0,1,1,1,1,5.56,1,1,41.67,0.145,3979.472,401.955,Japan,J:MSAD,72.22,B
1,1,0,0,1,1,1,1,1,1,1,0,53602.0,1,1,1,1,1,85.0,0,0,1,0,0,21.43,14.0,72.22,0,0,1,1,1,1,0.0,1,1,27.78,0.877,4419.608,313.037,Japan,J:MT@N,80.0,B
1,0,0,0,0,1,0,1,1,1,0,0,5277.0,1,1,1,1,1,83.7,1,0,1,0,0,30.0,10.0,58.33,1,1,1,1,1,1,0.0,1,1,50.0,1.57,1551.917,109.176,Japan,J:MZYA,100.0,B
1,0,0,0,0,1,1,0,1,1,0,0,11159.0,1,1,1,1,1,82.41,1,0,1,0,0,8.33,13.0,66.67,1,0,1,1,1,0,0.0,1,1,33.33,1.639,1591.992,154.722,Japan,J:N@MB,100.0,B
1,0,0,0,1,1,0,0,1,1,1,0,8158.0,1,1,1,1,1,99.59,1,0,1,0,0,20.0,10.0,58.33,1,0,1,1,0,1,0.0,1,1,41.67,0.749,2779.454,80.577,Japan,J:NACO,100.0,B
1,0,0,0,1,1,0,0,1,1,1,0,101112.0,1,1,1,1,1,82.12,0,0,0,0,0,50.0,10.0,35.71,1,0,1,1,1,1,3.45,1,1,64.29,1.419,4084.857,329.293,Japan,J:NDEN,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,8919.0,1,1,0,0,0,50.0,0,0,0,0,0,20.0,15.0,56.25,1,1,0,1,1,0,0.0,1,1,50.0,2.524,2133.637,191.63,Japan,J:NERY,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,7528.0,1,1,1,1,1,67.79,0,0,1,0,0,12.5,8.0,66.67,1,0,1,1,1,1,4.76,1,1,33.33,0.475,7833.379,280.0,Japan,J:NGSE,100.0,B
1,0,0,0,0,1,1,0,1,0,0,0,28412.0,1,1,0,0,0,38.66,0,0,0,0,0,22.22,9.0,81.82,1,0,1,1,1,1,5.26,1,1,27.27,1.173,3058.082,149.77,Japan,J:NGYR,100.0,C
0,0,0,1,1,1,1,1,1,1,1,0,3137.0,0,1,1,1,1,60.65,0,0,1,0,0,10.0,10.0,63.64,1,0,0,1,1,0,0.0,1,1,36.36,2.919,1626.199,292.688,Japan,J:NH@N,100.0,B
1,0,0,0,1,1,0,1,1,1,1,0,16509.0,1,1,1,1,1,79.33,1,0,1,0,0,12.5,8.0,50.0,1,0,1,1,0,1,0.0,1,1,62.5,1.474,2410.492,197.543,Japan,J:NIFP,77.46,B
1,1,0,0,0,1,1,0,1,1,0,0,27815.0,1,1,1,1,1,97.5,1,0,1,0,0,25.0,8.0,50.0,1,0,1,1,1,1,3.03,1,1,50.0,0.583,10806.626,504.786,Japan,J:NIIW,100.0,B
0,0,0,0,0,0,0,0,1,1,0,0,5486.0,0,1,0,0,0,32.12,0,0,0,0,0,0.0,9.0,36.36,1,0,0,1,1,1,0.0,0,1,45.45,1.114,1666.883,153.599,Japan,J:NITV,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,105276.0,1,1,1,1,1,97.32,0,0,1,0,0,20.0,10.0,50.0,1,0,1,1,1,1,4.55,1,1,50.0,1.042,13052.52,576.777,Japan,J:NJ@N,100.0,A
0,0,0,0,1,1,1,1,0,0,1,0,48421.0,0,1,1,0,0,93.75,0,0,0,0,0,23.08,13.0,31.25,1,1,1,1,0,1,4.17,1,1,68.75,0.661,4868.361,260.807,Japan,J:NKSJ,30.21,B
1,0,0,0,1,1,1,1,1,1,0,1,31084.0,0,1,1,0,0,86.76,0,0,1,0,0,16.67,12.0,58.33,1,1,1,1,1,1,11.43,1,1,66.67,9.763,1377.898,84.965,Japan,J:NM@N,73.81,A
1,0,0,0,0,1,0,0,1,1,1,0,16708.0,0,1,1,1,1,77.93,1,0,0,0,0,11.11,9.0,63.64,1,0,1,1,1,1,4.44,1,1,27.27,3.867,1266.116,158.837,Japan,J:NMRS,100.0,B
1,1,1,0,0,0,0,0,1,1,0,1,7724.0,1,1,1,1,1,92.59,1,0,0,0,0,10.0,10.0,80.0,1,1,1,1,0,1,0.0,1,1,40.0,4.901,1436.019,296.845,Japan,J:NNDO,36.84,A
0,0,0,0,0,1,0,0,1,1,0,0,3879.0,0,0,0,0,0,0.0,0,0,0,0,0,20.0,10.0,0.0,0,0,0,1,0,0,0.0,0,1,46.15,1.859,923.081,154.61,Japan,J:NOFC,100.0,D
0,0,0,0,0,0,1,0,1,0,1,0,15688.0,0,1,0,1,1,80.62,0,0,0,0,0,33.33,11.0,50.22312680949624,1,0,0,1,1,1,20.0,1,1,72.73,18.344,21265.412,8752.18,Japan,J:NPPR,100.0,C
1,1,0,1,0,1,0,0,1,1,0,0,34393.0,0,1,1,1,1,19.42,0,0,1,0,0,18.18,11.0,41.67,1,1,1,1,1,1,28.57,1,1,66.67,1.496,614.245,55.478,Japan,J:NPPT,70.0,B
1,0,0,1,1,1,1,1,1,1,0,1,133580.0,1,1,1,1,1,95.16,1,1,1,0,0,20.0,10.0,30.77,0,0,1,1,1,1,9.62,1,1,61.54,0.557,3284.649,82.716,Japan,J:NR@N,17.69,A
1,0,0,0,0,1,1,0,1,1,1,0,7929.0,1,1,1,1,1,89.39,0,0,0,0,0,9.09,11.0,66.67,1,1,1,1,1,1,5.0,1,1,33.33,2.263,4228.334,412.27,Japan,J:NREH,100.0,A
1,0,0,0,0,1,0,0,1,1,1,0,15688.0,0,1,1,1,1,39.97,0,0,0,0,0,33.33,11.0,50.22312680949624,1,0,1,1,0,0,20.0,1,1,72.73,2.43,17736.602,6257.039,Japan,J:NREM,100.0,C
1,0,0,0,0,1,1,0,1,1,1,0,10104.0,1,1,1,1,1,33.59,0,0,1,0,0,11.11,9.0,66.67,1,0,1,1,1,0,0.0,1,1,33.33,0.541,2672.462,81.267,Japan,J:NS@N,79.33,C
1,0,0,1,1,1,0,1,1,1,1,0,25632.0,0,1,1,1,1,24.14,0,0,1,0,0,11.11,9.0,54.55,0,1,1,1,1,1,4.35,1,1,63.64,0.595,1601.881,42.326,Japan,J:NSKC,100.0,B
1,0,0,1,1,1,1,1,1,1,1,0,113639.0,0,1,0,1,1,83.61,0,0,1,0,0,7.14,14.0,61.9,1,1,1,1,1,1,0.0,1,1,38.1,0.61,9630.442,392.388,Japan,J:NSSM,14.96,B
0,0,0,0,0,1,0,0,1,0,0,0,18934.0,1,1,1,1,1,83.2,1,0,1,0,0,16.67,12.0,50.0,1,0,1,1,1,1,6.45,1,1,50.0,2.62,7926.591,826.356,Japan,J:NTOR,100.0,B
1,0,1,0,0,1,1,0,1,1,1,1,338467.0,0,1,1,1,1,9.16,0,0,0,0,0,30.0,10.0,58.33,1,0,1,1,1,1,45.45,1,1,41.67,1.712,157.72,13.882,Japan,J:NTT,100.0,B
0,0,0,0,0,1,0,0,0,0,0,0,1414.0,0,0,0,0,0,49.41,0,0,0,0,0,0.0,11.0,64.29,0,0,1,1,0,0,0.0,0,1,14.29,1.422,2566.286,912.667,Japan,J:NV@N,100.0,D
1,0,0,0,1,1,0,1,1,1,1,0,74438.0,0,1,1,1,1,62.22,0,0,0,0,0,11.11,9.0,55.56,0,0,1,1,1,0,0.0,1,1,33.33,0.393,25295.37,530.629,Japan,J:NX@N,100.0,C
0,0,0,0,0,0,0,0,1,0,0,0,8231.0,0,1,0,1,1,33.82,0,0,1,0,0,0.0,7.0,28.57,1,1,1,1,1,1,0.0,0,1,57.14,3.233,496.989,163.588,Japan,J:NXCL,100.0,C
1,1,0,0,1,1,1,1,0,1,1,0,35243.0,1,1,1,1,1,77.17,0,0,1,0,0,11.11,9.0,70.0,1,0,1,1,1,1,8.0,1,1,30.0,1.224,4888.521,819.813,Japan,J:NY@N,74.0,B
1,1,0,0,1,1,1,0,1,1,1,0,16986.0,1,1,1,1,1,96.26,0,0,0,0,0,25.0,12.0,57.14,1,0,1,1,1,1,1.64,1,1,42.86,0.56,3243.042,117.184,Japan,J:OB@N,61.54,A
0,0,0,0,1,1,0,1,1,1,0,0,15688.0,0,1,0,1,1,39.97,0,0,0,0,0,33.33,11.0,50.22312680949624,1,0,1,1,0,1,20.0,1,1,72.73,19.206,55485.565,26525.17,Japan,J:OBFJ,100.0,C
0,0,0,0,0,1,0,0,1,1,0,0,2107.0,0,1,1,1,1,32.4,0,0,0,0,0,0.0,6.0,66.67,1,0,1,1,1,0,0.0,1,1,33.33,18.299,1259.265,719.805,Japan,J:OBIC,100.0,C
1,1,0,0,0,1,1,0,1,1,1,0,12540.0,0,1,0,1,1,69.05,0,0,0,0,0,11.11,9.0,60.0,1,0,1,1,0,0,0.0,1,1,30.0,0.754,7600.298,518.192,Japan,J:OC@N,100.0,C
1,0,0,0,1,1,1,0,1,0,1,0,45717.0,0,1,1,1,1,24.14,0,0,0,0,0,0.0,5.0,62.5,1,0,1,1,1,1,0.0,1,1,37.5,0.246,5514.808,119.254,Japan,J:OE@N,100.0,C
0,0,0,0,1,1,0,0,1,1,0,0,177430.0,0,1,1,1,1,58.96,0,0,1,0,0,11.11,9.0,58.33,1,0,1,1,1,1,0.0,1,1,50.0,0.276,5012.029,94.579,Japan,J:OJ@N,100.0,B
1,0,0,1,1,1,1,0,1,1,1,0,38322.0,1,1,1,1,1,52.99,1,0,1,0,0,16.67,12.0,73.33,1,0,0,1,1,1,0.0,1,1,26.67,0.664,1713.024,77.452,Japan,J:OJIH,100.0,B
1,0,0,0,1,1,0,1,1,1,1,1,28838.0,1,1,1,1,1,98.72,1,0,1,0,0,8.33,12.0,50.0,1,1,1,1,0,1,4.35,1,1,78.57,2.834,771.558,102.469,Japan,J:OLYC,100.0,A
1,0,1,1,1,1,1,1,1,1,1,0,28450.0,1,1,1,1,1,94.58,1,0,1,0,0,12.5,8.0,66.67,1,0,1,1,1,1,10.71,1,1,44.44,1.551,4158.573,67.775,Japan,J:OMRN,100.0,A
0,0,0,0,1,1,1,1,1,0,1,0,21159.0,1,1,1,1,1,70.0,0,0,0,0,0,10.0,10.0,60.0,1,0,1,1,1,1,0.0,1,1,40.0,1.074,5033.415,302.577,Japan,J:OQ@N,100.0,B
1,0,0,0,0,1,0,0,0,0,0,1,2257.0,0,1,1,1,1,32.4,0,0,1,0,0,22.22,9.0,44.44,1,1,1,1,1,1,13.04,0,1,44.44,6.123,1909.394,460.562,Japan,J:ORAC,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,9719.0,1,1,1,1,1,44.75,0,0,1,0,0,27.27,11.0,66.67,1,0,1,1,0,1,10.0,1,1,33.33,9.464,377.531,80.926,Japan,J:ORIE,100.0,B
0,0,0,0,0,1,1,0,1,1,0,0,33807.0,1,1,0,1,1,86.66,0,0,1,0,0,18.18,11.0,50.0,1,1,1,1,1,1,7.69,1,1,58.33,2.948,2427.498,340.161,Japan,J:ORIX,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,15688.0,0,0,0,0,0,85.09,0,0,0,0,0,33.33,11.0,50.22312680949624,1,0,1,1,0,1,20.0,1,1,72.73,2.43,18611.232,7296.055,Japan,J:ORJR,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,7558.0,1,1,1,1,1,65.73,1,0,1,0,0,27.27,11.0,72.73,1,0,0,1,1,0,11.11,1,1,27.27,1.217,5265.081,301.537,Japan,J:OSEC,100.0,B
0,0,0,0,0,1,0,0,1,1,0,0,1249.0,0,1,0,1,1,42.71,0,0,1,0,0,13.33,15.0,35.29,1,1,1,1,1,1,7.69,1,1,58.82,9.536,303.277,119.639,Japan,J:OSEX,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,34388.0,1,1,1,1,1,86.58,1,0,1,0,0,23.08,13.0,71.43,1,0,1,1,1,1,17.65,1,1,35.71,1.894,3719.708,419.657,Japan,J:OTHD,100.0,A
0,0,1,0,0,1,1,0,1,1,1,0,9421.0,0,1,0,1,1,80.16,0,0,1,0,0,10.0,10.0,70.0,1,0,1,1,0,1,0.0,1,1,30.0,0.965,2577.453,132.894,Japan,J:OTSK,100.0,C
1,0,1,1,0,1,1,0,1,1,1,0,19444.0,1,1,1,1,1,95.75,1,0,0,0,0,9.09,11.0,45.45,1,1,1,1,1,1,0.0,1,1,45.45,0.646,2070.659,86.147,Japan,J:OU@N,100.0,B
1,0,1,1,1,1,1,1,1,1,0,0,25303.0,1,1,1,1,1,86.12,0,0,1,0,0,0.0,9.0,81.82,1,0,1,1,1,1,0.0,1,1,27.27,0.434,8829.497,342.866,Japan,J:OZ@N,100.0,B
1,0,0,0,0,1,0,0,1,0,0,0,5234.0,1,1,1,1,1,55.06,0,0,1,0,1,11.11,9.0,60.0,1,1,1,1,1,0,0.0,1,1,40.0,1.007,1935.979,122.182,Japan,J:PARR,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,10344.0,1,1,1,0,0,49.55,0,0,1,0,0,10.0,10.0,57.14,1,0,1,1,1,0,0.0,1,1,42.86,1.521,6657.756,149.973,Japan,J:PB@N,100.0,C
0,0,0,1,1,1,0,1,1,1,1,0,19861.0,0,1,1,1,1,53.01,0,0,0,0,0,12.5,8.0,60.0,1,0,1,1,1,0,3.23,1,1,40.0,0.724,9203.333,387.271,Japan,J:PC@N,100.0,B
1,0,0,1,0,1,0,0,1,1,0,0,23807.0,1,1,0,1,1,77.38,1,0,0,0,0,10.0,10.0,86.67,1,0,1,1,1,1,0.0,1,1,20.0,0.414,3043.561,139.682,Japan,J:PF@N,100.0,C
1,0,0,1,1,1,0,1,1,1,1,0,5795.0,1,1,1,1,1,98.6,1,0,0,0,0,18.18,11.0,69.23,1,0,1,1,1,1,0.0,1,1,30.77,2.022,1430.082,169.419,Japan,J:PHOT,100.0,B
1,0,0,0,1,1,1,0,1,1,1,0,6621.0,1,1,0,1,1,86.42,0,0,1,0,0,14.29,7.0,64.29,1,0,1,1,1,1,2.86,1,1,35.71,0.719,1693.328,91.02,Japan,J:PR@N,100.0,A
1,0,0,0,1,1,0,1,1,1,1,0,3853.0,1,1,0,1,1,84.42,1,0,1,0,0,12.5,8.0,62.5,1,0,0,1,1,1,0.0,1,1,37.5,1.683,1047.214,173.568,Japan,J:PS@N,100.0,A
1,0,0,1,1,1,1,1,1,1,1,0,53712.0,1,1,1,1,1,99.26,1,0,1,0,0,20.0,10.0,60.0,1,0,1,1,1,1,0.0,1,1,30.0,0.678,5223.964,241.9,Japan,J:PT@N,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,20348.0,1,1,0,0,0,49.0,0,0,1,0,0,10.0,10.0,60.0,1,0,1,1,1,0,5.0,1,1,30.0,0.739,4496.428,218.145,Japan,J:QW@N,100.0,C
1,1,0,0,0,1,1,0,1,1,1,1,30830.0,1,1,1,1,1,97.73,0,0,1,0,0,10.0,10.0,40.0,1,0,1,1,1,1,14.75,1,1,50.0,0.966,1081.639,-41.151,Japan,J:RAKT,81.25,B
1,0,0,0,0,0,0,0,0,0,0,1,7432.0,1,1,1,1,1,92.7,0,0,0,0,0,16.67,6.0,66.67,1,0,1,1,1,1,23.08,1,1,33.33,3.266,1817.917,260.71,Japan,J:REND,100.0,B
1,0,0,1,1,1,1,1,1,1,1,1,21204.0,1,1,1,1,1,94.52,1,0,1,0,0,20.0,5.0,16.67,1,0,1,1,1,1,8.33,1,1,83.33,2.749,827.235,210.984,Japan,J:RENE,100.0,B
1,0,0,0,0,1,0,0,1,1,0,1,59871.0,1,1,1,1,1,72.38,0,0,1,0,0,12.5,8.0,40.0,1,0,1,1,1,1,7.84,1,1,60.0,2.43,9022.515,1152.872,Japan,J:RETA,32.5,A
1,0,0,0,0,1,0,0,1,1,1,0,17702.0,1,1,1,1,1,96.12,0,0,1,0,0,33.33,6.0,81.82,1,0,1,1,1,1,0.0,1,1,27.27,4.047,3941.797,1032.738,Japan,J:RG@N,100.0,B
1,0,0,0,0,1,1,0,1,1,1,0,79544.0,0,1,1,1,1,18.42,0,0,1,0,0,12.5,8.0,45.45,1,0,1,1,1,1,26.67,1,1,54.55,0.431,3859.393,72.275,Japan,J:RH@N,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,51373.0,0,1,0,1,1,26.37,0,0,0,0,0,16.67,6.0,66.67,1,0,1,1,0,1,16.67,1,1,33.33,3.551,2183.135,255.793,Japan,J:RHCL,100.0,B
1,0,0,0,1,1,1,0,1,1,1,0,10837.0,1,1,0,1,1,98.1,1,0,1,0,0,0.0,5.0,60.0,1,0,1,1,0,1,0.0,1,1,40.0,0.874,2980.359,205.775,Japan,J:RINN,100.0,B
0,0,0,0,1,1,1,1,1,1,1,0,11906.0,1,1,1,1,1,97.24,1,0,0,0,0,9.09,11.0,66.67,1,0,1,1,1,1,4.0,1,1,33.33,1.002,2332.962,161.636,Japan,J:RK@N,100.0,B
1,0,0,1,1,1,1,0,1,1,1,0,23319.0,0,1,1,1,1,38.58,0,0,1,0,0,15.38,13.0,61.54,1,1,1,1,1,1,0.0,1,1,53.85,1.455,1203.282,53.042,Japan,J:ROHM,100.0,B
1,0,0,0,0,1,0,0,1,1,1,0,4654.0,0,1,1,1,1,34.74,0,0,0,0,0,0.0,13.0,53.85,1,1,1,1,1,1,0.0,1,1,38.46,2.763,4827.626,874.882,Japan,J:RT@N,100.0,C
0,0,0,0,0,1,0,0,1,1,0,0,11620.0,0,0,0,0,0,0.0,0,0,0,0,0,11.11,9.0,66.67,1,0,1,1,0,0,15.38,0,1,33.33,0.432,21135.137,590.055,Japan,J:RUHO,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,18384.0,1,1,0,0,0,38.35,0,0,0,0,0,8.33,12.0,64.29,1,0,0,1,1,0,5.56,1,1,28.57,1.826,3076.496,223.2,Japan,J:RY@N,100.0,C
1,0,0,0,1,1,1,1,1,1,1,0,16385.0,1,1,1,1,1,79.33,1,0,1,0,0,30.0,10.0,66.67,1,0,1,1,0,1,0.0,1,1,33.33,0.928,5325.147,213.06,Japan,J:RZ@N,100.0,A
0,0,0,0,0,0,1,0,0,1,0,0,878.0,0,0,0,0,0,17.39,0,0,1,0,0,0.0,6.0,66.67,1,0,1,1,1,0,0.0,0,1,33.33,1.7,754.379,243.667,Japan,J:SAGU,100.0,D
1,0,1,0,0,1,0,0,1,1,0,0,12930.0,1,1,1,1,1,84.55,0,0,0,0,0,10.0,10.0,40.0,1,0,1,1,0,1,0.0,1,1,40.0,1.082,2771.236,204.572,Japan,J:SASH,100.0,B
